Rk,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Pos,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season
45.0,Tobias Harris,20.0,0.597,0.225,0.221,3.5,19.2,11.4,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.9,0.8,3.7,2.9,,PF,28.0,PHI,62.0,62.0,32.5,7.6,14.9,0.512,1.3,3.4,0.394,6.3,11.5,0.546,0.556,2.9,3.3,0.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5,2021
166.0,Toni KukoÄ,21.8,0.59,0.313,0.286,3.4,14.2,8.7,32.5,1.1,0.6,15.2,24.2,1.8,0.4,2.2,0.17,5.5,-0.7,4.8,1.1,,SF,32.0,2TM,65.0,19.0,24.6,4.2,9.0,0.473,1.1,2.4,0.446,3.2,6.5,0.482,0.533,1.6,2.5,0.631,1.0,3.0,4.0,3.1,0.7,0.2,1.7,1.5,11.1,2001
314.0,Tony Bradley,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,,C,22.0,UTA,58.0,3.0,11.4,2.2,3.3,0.667,0.1,0.1,1.0,2.1,3.2,0.661,0.675,0.5,0.8,0.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,2020
72.0,Tony Parker,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,5.6,3.0,8.6,0.168,3.8,-0.2,3.6,3.5,"MVP-8,AS,NBA3",PG,26.0,SAS,72.0,71.0,34.1,8.9,17.5,0.506,0.3,0.9,0.292,8.6,16.6,0.518,0.513,3.9,5.0,0.782,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22.0,2009
24.0,Tracy McGrady,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,16.1,0.262,9.8,0.7,10.5,9.3,"MVP-4,AS,NBA1",SG,23.0,ORL,75.0,74.0,39.4,11.1,24.2,0.457,2.3,6.0,0.386,8.7,18.2,0.481,0.505,7.7,9.7,0.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,2003
8.0,Trae Young,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9.0,1.0,10.0,0.181,7.1,-2.0,5.2,4.8,"AS,NBA3",PG,23.0,ATL,76.0,76.0,34.9,9.4,20.3,0.46,3.1,8.0,0.382,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,2022
240.0,Trayce Jackson-Davis,21.6,0.692,0.003,0.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,3.2,1.6,4.8,0.205,1.5,1.2,2.8,1.4,,PF,23.0,GSW,68.0,16.0,16.6,3.4,4.9,0.702,0.0,0.0,0.0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2.0,3.0,5.0,1.2,0.4,1.1,0.7,1.6,7.9,2024
197.0,Ty Jerome,21.0,0.643,0.409,0.239,4.0,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2,,SG,27.0,CLE,70.0,3.0,19.9,4.6,8.8,0.516,1.6,3.6,0.439,3.0,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,2025
177.0,Tyreke Evans,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,,PG,28.0,MEM,52.0,32.0,30.9,7.0,15.6,0.452,2.2,5.5,0.399,4.8,10.1,0.482,0.523,3.2,4.0,0.785,0.8,4.3,5.1,5.2,1.1,0.3,2.3,1.8,19.4,2018
131.0,Tyrese Haliburton,23.6,0.624,0.478,0.239,1.9,10.1,6.0,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7.0,0.2,7.2,4.4,AS,PG,22.0,IND,56.0,56.0,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,2023
63.0,Tyson Chandler,20.1,0.697,0.0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,7.2,3.1,10.3,0.216,2.4,0.2,2.6,2.7,,C,32.0,DAL,75.0,75.0,30.5,3.9,5.9,0.666,0.0,0.0,,3.9,5.9,0.666,0.666,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,2015
28.0,Victor Oladipo,23.1,0.577,0.323,0.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,4.3,4.0,8.2,0.155,4.1,1.7,5.8,5.0,"MVP-13,DPOY-15,MIP-1,AS,NBA3,DEF1",SG,25.0,IND,75.0,75.0,34.0,8.5,17.9,0.477,2.1,5.8,0.371,6.4,12.1,0.528,0.537,3.9,4.9,0.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1,2018
172.0,Victor Wembanyama,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3,,C,21.0,SAS,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,2025
24.0,Vince Carter,25.0,0.551,0.24,0.303,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,10.3,2.6,12.9,0.208,7.6,0.1,7.6,7.2,"MVP-11,AS,NBA2",SF,24.0,TOR,75.0,75.0,39.7,10.2,22.1,0.46,2.2,5.3,0.408,8.0,16.8,0.477,0.509,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,2001
160.0,Walker Kessler,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1,ROY-3,C,21.0,UTA,74.0,40.0,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,2023
229.0,Willie Cauley-Stein,22.2,0.684,0.022,0.2,8.8,31.0,20.1,9.6,1.2,6.0,9.3,14.7,0.5,0.3,0.7,0.222,0.9,2.2,3.1,0.2,,C,26.0,2TM,54.0,39.0,20.3,3.2,5.6,0.579,0.0,0.0,0.0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,2020
355.0,Willy HernangÃ³mez,25.0,0.612,0.084,0.747,15.8,32.4,24.0,7.1,1.9,2.9,7.5,19.7,1.0,0.4,1.5,0.266,2.7,0.1,2.8,0.3,,C,23.0,2TM,48.0,1.0,10.3,1.9,3.4,0.555,0.1,0.3,0.417,1.8,3.2,0.566,0.57,1.2,1.9,0.656,1.3,2.5,3.8,0.7,0.4,0.3,0.7,1.3,5.1,2018
179.0,Yao Ming,26.5,0.601,0.002,0.504,7.2,24.7,16.0,12.3,0.6,4.5,14.3,33.5,4.0,3.4,7.4,0.22,3.1,1.9,5.0,2.8,"DPOY-24,AS,NBA2",C,26.0,HOU,48.0,48.0,33.8,8.8,17.1,0.516,0.0,0.0,0.0,8.8,17.0,0.518,0.516,7.4,8.6,0.862,2.1,7.3,9.4,2.0,0.4,2.0,3.5,3.3,25.0,2007
43.0,Zach LaVine,21.5,0.634,0.425,0.265,2.0,13.6,7.9,23.4,1.1,1.2,13.9,31.0,4.0,1.8,5.9,0.138,4.9,-0.8,4.0,3.1,AS,SG,25.0,CHI,58.0,58.0,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.571,0.596,4.4,5.1,0.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,2021
70.0,Zach Randolph,22.8,0.537,0.037,0.374,10.0,25.6,17.6,12.8,1.2,0.5,12.6,33.1,3.8,1.9,5.7,0.112,3.4,-1.8,1.6,2.2,,PF,25.0,POR,68.0,67.0,35.7,8.8,18.9,0.467,0.2,0.7,0.292,8.6,18.2,0.473,0.472,5.8,7.1,0.819,2.9,7.2,10.1,2.2,0.8,0.2,3.2,2.7,23.6,2007
44.0,Zion Williamson,27.1,0.649,0.033,0.51,8.9,14.7,11.8,19.7,1.3,1.8,11.6,29.8,7.1,1.6,8.7,0.205,6.1,-0.3,5.8,4.0,AS,PF,20.0,NOP,61.0,61.0,33.2,10.4,17.0,0.611,0.2,0.6,0.294,10.2,16.4,0.622,0.616,6.0,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,2021
96.0,Zydrunas Ilgauskas,21.9,0.576,0.006,0.427,12.6,18.1,15.3,7.4,0.9,4.6,12.8,24.6,5.6,3.1,8.7,0.184,1.4,0.2,1.6,2.1,,C,30.0,CLE,78.0,78.0,29.3,5.8,11.4,0.506,0.0,0.1,0.0,5.8,11.3,0.509,0.506,4.1,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2.0,3.6,15.6,2006
